,id,title,context,question,answers_x,prediction_text,answers_y,correct
9659,572ffe6fb2c2fd14005686f1,Islamism,"Islamist movements such as the Muslim Brotherhood, ""are well known for providing shelters, educational assistance, free or low cost medical clinics, housing assistance to students from out of town, student advisory groups, facilitation of inexpensive mass marriage ceremonies to avoid prohibitively costly dowry demands, legal assistance, sports facilities, and women's groups."" All this compares very favourably against incompetent, inefficient, or neglectful governments whose commitment to social justice is limited to rhetoric.",Why has the Muslim Brotherhood facilitated inexpensive mass marriage ceremonies?,"{'text': array(['avoid prohibitively costly dowry demands',
       'to avoid prohibitively costly dowry demands',
       'avoid prohibitively costly dowry demands'], dtype=object), 'answer_start': array([279, 276, 279], dtype=int32)}","to avoid prohibitively costly dowry demands, legal assistance, sports facilities, and women's groups","{'text': ['avoid prohibitively costly dowry demands', 'to avoid prohibitively costly dowry demands', 'avoid prohibitively costly dowry demands'], 'answer_start': [279, 276, 279]}",False
6487,5728eff82ca10214002daadf,Immune_system,"The immune system is a system of many biological structures and processes within an organism that protects against disease. To function properly, an immune system must detect a wide variety of agents, known as pathogens, from viruses to parasitic worms, and distinguish them from the organism's own healthy tissue. In many species, the immune system can be classified into subsystems, such as the innate immune system versus the adaptive immune system, or humoral immunity versus cell-mediated immunity. In humans, the blood–brain barrier, blood–cerebrospinal fluid barrier, and similar fluid–brain barriers separate the peripheral immune system from the neuroimmune system which protects the brain.",What separates the neuroimmune system and peripheral immune system in humans?,"{'text': array(['blood–brain barrier, blood–cerebrospinal fluid barrier',
       'blood–brain barrier, blood–cerebrospinal fluid barrier, and similar fluid–brain barriers',
       'blood–brain barrier, blood–cerebrospinal fluid barrier, and similar fluid–brain barriers',
       'fluid–brain barriers'], dtype=object), 'answer_start': array([519, 519, 519, 587], dtype=int32)}","the blood–brain barrier, blood–cerebrospinal fluid barrier, and similar fluid–brain barriers","{'text': ['blood–brain barrier, blood–cerebrospinal fluid barrier', 'blood–brain barrier, blood–cerebrospinal fluid barrier, and similar fluid–brain barriers', 'blood–brain barrier, blood–cerebrospinal fluid barrier, and similar fluid–brain barriers', 'fluid–brain barriers'], 'answer_start': [519, 519, 519, 587]}",False
1498,56e101f4e3433e1400422a8f,Nikola_Tesla,"Tesla later approached Morgan to ask for more funds to build a more powerful transmitter. When asked where all the money had gone, Tesla responded by saying that he was affected by the Panic of 1901, which he (Morgan) had caused. Morgan was shocked by the reminder of his part in the stock market crash and by Tesla's breach of contract by asking for more funds. Tesla wrote another plea to Morgan, but it was also fruitless. Morgan still owed Tesla money on the original agreement, and Tesla had been facing foreclosure even before construction of the tower began.",On what did Tesla blame for the loss of the initial money?,"{'text': array(['Panic of 1901', 'the Panic of 1901', 'the Panic of 1901'],
      dtype=object), 'answer_start': array([185, 181, 181], dtype=int32)}",the original agreement,"{'text': ['Panic of 1901', 'the Panic of 1901', 'the Panic of 1901'], 'answer_start': [185, 181, 181]}",False
2959,570d30fdfed7b91900d45ce5,Victoria_(Australia),"The Mallee and upper Wimmera are Victoria's warmest regions with hot winds blowing from nearby semi-deserts. Average temperatures exceed 32 °C (90 °F) during summer and 15 °C (59 °F) in winter. Except at cool mountain elevations, the inland monthly temperatures are 2–7 °C (4–13 °F) warmer than around Melbourne (see chart). Victoria's highest maximum temperature since World War II, of 48.8 °C (119.8 °F) was recorded in Hopetoun on 7 February 2009, during the 2009 southeastern Australia heat wave.",How cold does this region of Victoria get in the winner?,"{'text': array(['15 °C', '15 °C', '15 °C (59 °F)'], dtype=object), 'answer_start': array([169, 169, 169], dtype=int32)}",48.8 °C (119.8 °F),"{'text': ['15 °C', '15 °C', '15 °C (59 °F)'], 'answer_start': [169, 169, 169]}",False
9952,5730aef38ab72b1400f9c685,Imperialism,"However, in 1883–84 Germany began to build a colonial empire in Africa and the South Pacific, before losing interest in imperialism. Historians have debated exactly why Germany made this sudden and short-lived move.[verification needed] Bismarck was aware that public opinion had started to demand colonies for reasons of German prestige. He was influenced by Hamburg merchants and traders, his neighbors at Friedrichsruh. The establishment of the German colonial empire proceeded smoothly, starting with German New Guinea in 1884.",When did Germany found their first settlement?,"{'text': array(['1884', '1884', '1884', '1884', '1884'], dtype=object), 'answer_start': array([526, 526, 526, 526, 526], dtype=int32)}",1883–84,"{'text': ['1884', '1884', '1884', '1884', '1884'], 'answer_start': [526, 526, 526, 526, 526]}",False
2614,56f8cc399e9bad19000a0514,Martin_Luther,"In the 1530s and 1540s, printed images of Luther that emphasized his monumental size were crucial to the spread of Protestantism. In contrast to images of frail Catholic saints, Luther was presented as a stout man with a ""double chin, strong mouth, piercing deep-set eyes, fleshy face, and squat neck."" He was shown to be physically imposing, an equal in stature to the secular German princes with whom he would join forces to spread Lutheranism. His large body also let the viewer know that he did not shun earthly pleasures like drinking—behavior that was a stark contrast to the ascetic life of the medieval religious orders. Famous images from this period include the woodcuts by Hans Brosamer (1530) and Lucas Cranach the Elder and Lucas Cranach the Younger (1546).",What kind of images of Luther were used to advertise Protestantism? ,"{'text': array(['monumental',
       'printed images of Luther that emphasized his monumental size',
       'printed'], dtype=object), 'answer_start': array([69, 24, 24], dtype=int32)}",printed images,"{'text': ['monumental', 'printed images of Luther that emphasized his monumental size', 'printed'], 'answer_start': [69, 24, 24]}",False
9339,572ffc0f947a6a140053cef0,Rhine,"Through stream capture, the Rhine extended its watershed southward. By the Pliocene period, the Rhine had captured streams down to the Vosges Mountains, including the Mosel, the Main and the Neckar. The northern Alps were then drained by the Rhone. By the early Pleistocene period, the Rhine had captured most of its current Alpine watershed from the Rhône, including the Aar. Since that time, the Rhine has added the watershed above Lake Constance (Vorderrhein, Hinterrhein, Alpenrhein; captured from the Rhône), the upper reaches of the Main, beyond Schweinfurt and the Vosges Mountains, captured from the Meuse, to its watershed.",How did the Rhine extend watershed southward? ,"{'text': array(['stream capture', 'stream capture', 'stream capture'], dtype=object), 'answer_start': array([8, 8, 8], dtype=int32)}",Through stream capture,"{'text': ['stream capture', 'stream capture', 'stream capture'], 'answer_start': [8, 8, 8]}",False
9307,572ff5fcb2c2fd140056865a,Rhine,"The name Rijn, from here on, is used only for smaller streams farther to the north, which together formed the main river Rhine in Roman times. Though they retained the name, these streams no longer carry water from the Rhine, but are used for draining the surrounding land and polders. From Wijk bij Duurstede, the old north branch of the Rhine is called Kromme Rijn (""Bent Rhine"") past Utrecht, first Leidse Rijn (""Rhine of Leiden"") and then, Oude Rijn (""Old Rhine""). The latter flows west into a sluice at Katwijk, where its waters can be discharged into the North Sea. This branch once formed the line along which the Limes Germanicus were built. During periods of lower sea levels within the various ice ages, the Rhine took a left turn, creating the Channel River, the course of which now lies below the English Channel.",What is the translation of the old north branch of rhe Rhine?,"{'text': array(['Bent Rhine', 'Bent Rhine', 'Bent Rhine'], dtype=object), 'answer_start': array([369, 369, 369], dtype=int32)}",Kromme Rijn,"{'text': ['Bent Rhine', 'Bent Rhine', 'Bent Rhine'], 'answer_start': [369, 369, 369]}",False
7359,5729d51d3f37b31900478593,Economic_inequality,"Neoclassical economics views inequalities in the distribution of income as arising from differences in value added by labor, capital and land. Within labor income distribution is due to differences in value added by different classifications of workers. In this perspective, wages and profits are determined by the marginal value added of each economic actor (worker, capitalist/business owner, landlord). Thus, in a market economy, inequality is a reflection of the productivity gap between highly-paid professions and lower-paid professions.","In a market economy, what is inequality a reflection of?","{'text': array(['productivity gap between highly-paid professions and lower-paid professions',
       'productivity gap', 'productivity gap'], dtype=object), 'answer_start': array([467, 467, 467], dtype=int32)}",the productivity gap between highly-paid professions and lower-paid professions,"{'text': ['productivity gap between highly-paid professions and lower-paid professions', 'productivity gap', 'productivity gap'], 'answer_start': [467, 467, 467]}",False
2782,5706139252bb891400689865,Southern_California,"The Tech Coast is a moniker that has gained use as a descriptor for the region's diversified technology and industrial base as well as its multitude of prestigious and world-renowned research universities and other public and private institutions. Amongst these include 5 University of California campuses (Irvine, Los Angeles, Riverside, Santa Barbara, and San Diego); 12 California State University campuses (Bakersfield, Channel Islands, Dominguez Hills, Fullerton, Los Angeles, Long Beach, Northridge, Pomona, San Bernardino, San Diego, San Marcos, and San Luis Obispo); and private institutions such as the California Institute of Technology, Chapman University, the Claremont Colleges (Claremont McKenna College, Harvey Mudd College, Pitzer College, Pomona College, and Scripps College), Loma Linda University, Loyola Marymount University, Occidental College, Pepperdine University, University of Redlands, University of San Diego, and the University of Southern California.",What kind of universities is the region famous for?,"{'text': array(['research', 'research', 'research'], dtype=object), 'answer_start': array([183, 183, 183], dtype=int32)}",prestigious and world-renowned research universities,"{'text': ['research', 'research', 'research'], 'answer_start': [183, 183, 183]}",False
958,573330444776f4190066075c,Warsaw,"John Paul II's visits to his native country in 1979 and 1983 brought support to the budding solidarity movement and encouraged the growing anti-communist fervor there. In 1979, less than a year after becoming pope, John Paul celebrated Mass in Victory Square in Warsaw and ended his sermon with a call to ""renew the face"" of Poland: Let Thy Spirit descend! Let Thy Spirit descend and renew the face of the land! This land! These words were very meaningful for the Polish citizens who understood them as the incentive for the democratic changes.",What did the Polish citizens understand the subtext of John Paul II's words to be?,"{'text': array(['incentive for the democratic changes',
       'incentive for the democratic changes', 'democratic changes'],
      dtype=object), 'answer_start': array([507, 507, 525], dtype=int32)}",the incentive for the democratic changes,"{'text': ['incentive for the democratic changes', 'incentive for the democratic changes', 'democratic changes'], 'answer_start': [507, 507, 525]}",False
8604,57293d116aef051400154bcb,Intergovernmental_Panel_on_Climate_Change,"The IPCC does not carry out research nor does it monitor climate related data. Lead authors of IPCC reports assess the available information about climate change based on published sources. According to IPCC guidelines, authors should give priority to peer-reviewed sources. Authors may refer to non-peer-reviewed sources (the ""grey literature""), provided that they are of sufficient quality. Examples of non-peer-reviewed sources include model results, reports from government agencies and non-governmental organizations, and industry journals. Each subsequent IPCC report notes areas where the science has improved since the previous report and also notes areas where further research is required.",What kind of non-peer-reviewed sources does the IPCC use?,"{'text': array(['model results, reports from government agencies and non-governmental organizations, and industry journals',
       'model results',
       'model results, reports from government agencies and non-governmental organizations, and industry journals'],
      dtype=object), 'answer_start': array([439, 439, 439], dtype=int32)}",grey literature,"{'text': ['model results, reports from government agencies and non-governmental organizations, and industry journals', 'model results', 'model results, reports from government agencies and non-governmental organizations, and industry journals'], 'answer_start': [439, 439, 439]}",False
1597,56e11a73e3433e1400422bf0,Nikola_Tesla,"For exercise, Tesla walked between 8 to 10 miles per day. He squished his toes one hundred times for each foot every night, saying that it stimulated his brain cells.",What was the daily distance walked by Tesla?,"{'text': array(['between 8 to 10 miles per day', '8 to 10 miles', '8 to 10 miles'],
      dtype=object), 'answer_start': array([27, 35, 35], dtype=int32)}",between 8 to 10 miles,"{'text': ['between 8 to 10 miles per day', '8 to 10 miles', '8 to 10 miles'], 'answer_start': [27, 35, 35]}",False
2467,56f8837aa6d7ea1400e176ff,Martin_Luther,"In contrast to the views of John Calvin and Philipp Melanchthon, throughout his life Luther maintained that it was not false doctrine to believe that a Christian's soul sleeps after it is separated from the body in death; and, accordingly, he disputed traditional interpretations of some Bible passages, such as the parable of the rich man and Lazarus. This also led Luther to reject the idea of torments for the saints: ""It is enough for us to know that souls do not leave their bodies to be threatened by the torments and punishments of hell, but enter a prepared bedchamber in which they sleep in peace."" He also rejected the existence of Purgatory, which involved Christian souls undergoing penitential suffering after death. He affirmed the continuity of one's personal identity beyond death. In his Smalcald Articles, he described the saints as currently residing ""in their graves and in heaven.""",What did Luther expound happened to souls after death?,"{'text': array(['sleep in peace',
       'enter a prepared bedchamber in which they sleep in peace.',
       'sleeps'], dtype=object), 'answer_start': array([591, 549, 169], dtype=int32)}",penitential suffering,"{'text': ['sleep in peace', 'enter a prepared bedchamber in which they sleep in peace.', 'sleeps'], 'answer_start': [591, 549, 169]}",False
8556,5729276c1d046914007790db,Kenya,"The country's literacy level stands at 85% of the whole population. Preschool, which targets children from age three to five, is an integral component of the education system and is a key requirement for admission to Standard One (First Grade). At the end of primary education, pupils sit the Kenya Certificate of Primary Education (KCPE), which determines those who proceed to secondary school or vocational training. The result of this examination is needed for placement at secondary school. Primary school age is 6/7-13/14 years. For those who proceed to secondary level, there is a national examination at the end of Form Four – the Kenya Certificate of Secondary Education (KCSE), which determines those proceeding to the universities, other professional training or employment. Students sit examinations in eight subjects of their choosing. However, English, Kiswahili (languages) and mathematics are compulsory subjects.",What is the exam at the end of Form Four?,"{'text': array(['the Kenya Certificate of Secondary Education',
       'Kenya Certificate of Secondary Education',
       'determines those proceeding to the universities'], dtype=object), 'answer_start': array([634, 638, 693], dtype=int32)}",Kenya Certificate of Secondary Education (KCSE),"{'text': ['the Kenya Certificate of Secondary Education', 'Kenya Certificate of Secondary Education', 'determines those proceeding to the universities'], 'answer_start': [634, 638, 693]}",False
5778,5726ea06dd62a815002e950a,American_Broadcasting_Company,"At the end of 1949, movie theater operator United Paramount Theatres (UPT) was forced by the U.S. Supreme Court to become an independent entity, separating itself from Paramount Pictures. For its part, ABC was on the verge of bankruptcy, with only five owned-and-operated stations and nine full-time affiliates. Its revenues, which were related to advertising and were indexed compared to the number of listeners/viewers, failed to compensate for its heavy investments in purchasing and building stations. In 1951, a rumor even mentioned that the network would be sold to CBS. In 1951, Noble held a 58% ownership stake in ABC, giving him $5 million with which to prevent ABC from going bankrupt; as banks refused further credit, that amount was obtained through a loan from the Prudential Insurance Company of America.","In 1949, UPT was forced to become an independent entity by whom?","{'text': array(['U.S. Supreme Court', 'U.S. Supreme Court',
       'United Paramount Theatres (UPT)'], dtype=object), 'answer_start': array([93, 93, 43], dtype=int32)}",the U.S. Supreme Court,"{'text': ['U.S. Supreme Court', 'U.S. Supreme Court', 'United Paramount Theatres (UPT)'], 'answer_start': [93, 93, 43]}",False
2466,56f8837aa6d7ea1400e176fe,Martin_Luther,"In contrast to the views of John Calvin and Philipp Melanchthon, throughout his life Luther maintained that it was not false doctrine to believe that a Christian's soul sleeps after it is separated from the body in death; and, accordingly, he disputed traditional interpretations of some Bible passages, such as the parable of the rich man and Lazarus. This also led Luther to reject the idea of torments for the saints: ""It is enough for us to know that souls do not leave their bodies to be threatened by the torments and punishments of hell, but enter a prepared bedchamber in which they sleep in peace."" He also rejected the existence of Purgatory, which involved Christian souls undergoing penitential suffering after death. He affirmed the continuity of one's personal identity beyond death. In his Smalcald Articles, he described the saints as currently residing ""in their graves and in heaven.""",What other doctrines did Luther disavow about saints?,"{'text': array(['idea of torments', 'torments', 'Bible'], dtype=object), 'answer_start': array([388, 396, 288], dtype=int32)}",Bible passages,"{'text': ['idea of torments', 'torments', 'Bible'], 'answer_start': [388, 396, 288]}",False
683,56d9c551dc89441400fdb7d0,Super_Bowl_50,"In late November 2015, reports surfaced stating that ""multiple acts"" would perform during the halftime show. On December 3, the league confirmed that the show would be headlined by the British rock group Coldplay. On January 7, 2016, Pepsi confirmed to the Associated Press that Beyoncé, who headlined the Super Bowl XLVII halftime show and collaborated with Coldplay on the single ""Hymn for the Weekend"", would be making an appearance. Bruno Mars, who headlined the Super Bowl XLVIII halftime show, and Mark Ronson also performed.",Who headlined the Super Bowl 50 halftime show?,"{'text': array(['Coldplay.', 'Coldplay', 'Coldplay'], dtype=object), 'answer_start': array([204, 204, 204], dtype=int32)}",Bruno Mars,"{'text': ['Coldplay.', 'Coldplay', 'Coldplay'], 'answer_start': [204, 204, 204]}",False
6230,57272bcb5951b619008f8685,Genghis_Khan,"The Mongols learned from captives of the abundant green pastures beyond the Bulgar territory, allowing for the planning for conquest of Hungary and Europe. Genghis Khan recalled Subutai back to Mongolia soon afterwards, and Jebe died on the road back to Samarkand. The famous cavalry expedition led by Subutai and Jebe, in which they encircled the entire Caspian Sea defeating all armies in their path, remains unparalleled to this day, and word of the Mongol triumphs began to trickle to other nations, particularly Europe. These two campaigns are generally regarded as reconnaissance campaigns that tried to get the feel of the political and cultural elements of the regions. In 1225 both divisions returned to Mongolia. These invasions added Transoxiana and Persia to an already formidable empire while destroying any resistance along the way. Later under Genghis Khan's grandson Batu and the Golden Horde, the Mongols returned to conquer Volga Bulgaria and Kievan Rus' in 1237, concluding the campaign in 1240.",Which two Mongol leaders added Persia to the Mongol Empire?,"{'text': array(['Subutai and Jebe', 'Subutai and Jebe', 'Subutai and Jebe'],
      dtype=object), 'answer_start': array([302, 302, 302], dtype=int32)}",Transoxiana and Persia,"{'text': ['Subutai and Jebe', 'Subutai and Jebe', 'Subutai and Jebe'], 'answer_start': [302, 302, 302]}",False
3055,57106d2fb654c5140001f8f3,Huguenot,"Montpellier was among the most important of the 66 ""villes de sûreté"" that the Edict of 1598 granted to the Huguenots. The city's political institutions and the university were all handed over to the Huguenots. Tension with Paris led to a siege by the royal army in 1622. Peace terms called for the dismantling of the city's fortifications. A royal citadel was built and the university and consulate were taken over by the Catholic party. Even before the Edict of Alès (1629), Protestant rule was dead and the ville de sûreté was no more.[citation needed]",When was this proclamation issued?,"{'text': array(['1629', '1629', '1629'], dtype=object), 'answer_start': array([470, 470, 470], dtype=int32)}",1598,"{'text': ['1629', '1629', '1629'], 'answer_start': [470, 470, 470]}",False
1426,56e08d32231d4119001ac2ad,Nikola_Tesla,"In March 1896, after hearing of Wilhelm Röntgen's discovery of X-ray and X-ray imaging (radiography), Tesla proceeded to do his own experiments in X-ray imaging, developing a high energy single terminal vacuum tube of his own design that had no target electrode and that worked from the output of the Tesla Coil (the modern term for the phenomenon produced by this device is bremsstrahlung or braking radiation). In his research, Tesla devised several experimental setups to produce X-rays. Tesla held that, with his circuits, the ""instrument will ... enable one to generate Roentgen rays of much greater power than obtainable with ordinary apparatus.""",What did Tesla begin to research in March 1896?,"{'text': array(['X-ray imaging', 'X-ray imaging', 'X-ray imaging'], dtype=object), 'answer_start': array([ 73, 147, 147], dtype=int32)}",X-ray and X-ray imaging,"{'text': ['X-ray imaging', 'X-ray imaging', 'X-ray imaging'], 'answer_start': [73, 147, 147]}",False
8805,57296b151d046914007793f1,Chloroplast,"Endosymbiotic gene transfer is how we know about the lost chloroplasts in many chromalveolate lineages. Even if a chloroplast is eventually lost, the genes it donated to the former host's nucleus persist, providing evidence for the lost chloroplast's existence. For example, while diatoms (a heterokontophyte) now have a red algal derived chloroplast, the presence of many green algal genes in the diatom nucleus provide evidence that the diatom ancestor (probably the ancestor of all chromalveolates too) had a green algal derived chloroplast at some point, which was subsequently replaced by the red chloroplast.",What shows us lost chloroplasts?,"{'text': array(['Endosymbiotic gene transfer', 'Endosymbiotic gene transfer',
       'Endosymbiotic gene transfer'], dtype=object), 'answer_start': array([0, 0, 0], dtype=int32)}",the genes it donated to the former host's nucleus persist,"{'text': ['Endosymbiotic gene transfer', 'Endosymbiotic gene transfer', 'Endosymbiotic gene transfer'], 'answer_start': [0, 0, 0]}",False
2762,57060eaf75f01819005e7912,Southern_California,"Orange County is a rapidly developing business center that includes Downtown Santa Ana, the South Coast Metro and Newport Center districts; as well as the Irvine business centers of The Irvine Spectrum, West Irvine, and international corporations headquartered at the University of California, Irvine. West Irvine includes the Irvine Tech Center and Jamboree Business Parks.",Jamboree Business Parks belongs to which business center?,"{'text': array(['West Irvine', 'West Irvine', 'West Irvine'], dtype=object), 'answer_start': array([302, 302, 302], dtype=int32)}",Irvine Tech Center,"{'text': ['West Irvine', 'West Irvine', 'West Irvine'], 'answer_start': [302, 302, 302]}",False
10228,5733d7cbd058e614000b63ae,French_and_Indian_War,"In between the French and the British, large areas were dominated by native tribes. To the north, the Mi'kmaq and the Abenaki were engaged in Father Le Loutre's War and still held sway in parts of Nova Scotia, Acadia, and the eastern portions of the province of Canada, as well as much of present-day Maine. The Iroquois Confederation dominated much of present-day Upstate New York and the Ohio Country, although the latter also included Algonquian-speaking populations of Delaware and Shawnee, as well as Iroquoian-speaking Mingo. These tribes were formally under Iroquois rule, and were limited by them in authority to make agreements.",What rule did some native live under?,"{'text': array(['Iroquois rule, and were limited by them in authority to make agreements',
       'Iroquois', 'Iroquois', 'Iroquois', 'Iroquois'], dtype=object), 'answer_start': array([565, 565, 565, 565, 565], dtype=int32)}",Iroquois rule,"{'text': ['Iroquois rule, and were limited by them in authority to make agreements', 'Iroquois', 'Iroquois', 'Iroquois', 'Iroquois'], 'answer_start': [565, 565, 565, 565, 565]}",False
8253,57287ccb2ca10214002da3dc,Yuan_dynasty,"The Yuan dynasty was the first time that non-native Chinese people ruled all of China. In the historiography of Mongolia, it is generally considered to be the continuation of the Mongol Empire. Mongols are widely known to worship the Eternal Heaven, and according to the traditional Mongolian ideology Yuan is considered to be ""the beginning of an infinite number of beings, the foundation of peace and happiness, state power, the dream of many peoples, besides it there is nothing great or precious."" In traditional historiography of China, on the other hand, the Yuan dynasty is usually considered to be the legitimate dynasty between the Song dynasty and the Ming dynasty. Note, however, Yuan dynasty is traditionally often extended to cover the Mongol Empire before Kublai Khan's formal establishment of the Yuan in 1271, partly because Kublai had his grandfather Genghis Khan placed on the official record as the founder of the dynasty or Taizu (Chinese: 太祖). Despite the traditional historiography as well as the official views (including the government of the Ming dynasty which overthrew the Yuan dynasty), there also exist Chinese people[who?] who did not consider the Yuan dynasty as a legitimate dynasty of China, but rather as a period of foreign domination. The latter believe that Han Chinese were treated as second-class citizens,[citation needed] and that China stagnated economically and scientifically.",What legitimate dynasty came before the Yuan?,"{'text': array(['Song', 'Song dynasty', 'the Song dynasty'], dtype=object), 'answer_start': array([641, 641, 637], dtype=int32)}",Ming dynasty,"{'text': ['Song', 'Song dynasty', 'the Song dynasty'], 'answer_start': [641, 641, 637]}",False
8079,57286951ff5b5019007da211,University_of_Chicago,"In business, notable alumni include Microsoft CEO Satya Nadella, Oracle Corporation founder and the third richest man in America Larry Ellison, Goldman Sachs and MF Global CEO as well as former Governor of New Jersey Jon Corzine, McKinsey & Company founder and author of the first management accounting textbook James O. McKinsey, Arley D. Cathey, Bloomberg L.P. CEO Daniel Doctoroff, Credit Suisse CEO Brady Dougan, Morningstar, Inc. founder and CEO Joe Mansueto, Chicago Cubs owner and chairman Thomas S. Ricketts, and NBA commissioner Adam Silver.",What Goldman Sachs CEO is also an alumni of the University of Chicago?,"{'text': array(['Jon Corzine', 'Jon Corzine', 'Jon Corzine'], dtype=object), 'answer_start': array([217, 217, 217], dtype=int32)}",Larry Ellison,"{'text': ['Jon Corzine', 'Jon Corzine', 'Jon Corzine'], 'answer_start': [217, 217, 217]}",False
9358,572fffb404bcaa1900d76ff0,Rhine,"As northwest Europe slowly began to warm up from 22,000 years ago onward, frozen subsoil and expanded alpine glaciers began to thaw and fall-winter snow covers melted in spring. Much of the discharge was routed to the Rhine and its downstream extension. Rapid warming and changes of vegetation, to open forest, began about 13,000 BP. By 9000 BP, Europe was fully forested. With globally shrinking ice-cover, ocean water levels rose and the English Channel and North Sea re-inundated. Meltwater, adding to the ocean and land subsidence, drowned the former coasts of Europe transgressionally.",What did frozen subsoil and expanded alpine glaciers begin to do?,"{'text': array(['thaw', 'thaw and fall-winter snow covers', 'thaw'], dtype=object), 'answer_start': array([127, 127, 127], dtype=int32)}",thaw and fall-winter snow covers melted in spring,"{'text': ['thaw', 'thaw and fall-winter snow covers', 'thaw'], 'answer_start': [127, 127, 127]}",False
7064,57274e145951b619008f87e7,Private_school,"The other category of schools are those run and partly or fully funded by private individuals, private organizations and religious groups. The ones that accept government funds are called 'aided' schools. The private 'un-aided' schools are fully funded by private parties. The standard and the quality of education is quite high. Technically, these would be categorized as private schools, but many of them have the name ""Public School"" appended to them, e.g., the Galaxy Public School in Kathmandu. Most of the middle-class families send their children to such schools, which might be in their own city or far off, like boarding schools. The medium of education is English, but as a compulsory subject, Nepali and/or the state's official language is also taught. Preschool education is mostly limited to organized neighbourhood nursery schools.",What is a term for schools that receive government assistance?,"{'text': array(['aided', 'aided', 'aided'], dtype=object), 'answer_start': array([189, 189, 189], dtype=int32)}",'aided' schools,"{'text': ['aided', 'aided', 'aided'], 'answer_start': [189, 189, 189]}",False
6722,5728d4c03acd2414000dffa1,Civil_disobedience,"One of its earliest massive implementations was brought about by Egyptians against the British occupation in the 1919 Revolution. Civil disobedience is one of the many ways people have rebelled against what they deem to be unfair laws. It has been used in many nonviolent resistance movements in India (Gandhi's campaigns for independence from the British Empire), in Czechoslovakia's Velvet Revolution and in East Germany to oust their communist governments, In South Africa in the fight against apartheid, in the American Civil Rights Movement, in the Singing Revolution to bring independence to the Baltic countries from the Soviet Union, recently with the 2003 Rose Revolution in Georgia and the 2004 Orange Revolution in Ukraine, among other various movements worldwide.",Why do people chose civil disobedience to protest?,"{'text': array(['nonviolent resistance', 'unfair laws',
       'nonviolent resistance movements',
       'rebelled against what they deem to be unfair'], dtype=object), 'answer_start': array([261, 223, 261, 185], dtype=int32)}",what they deem to be unfair laws,"{'text': ['nonviolent resistance', 'unfair laws', 'nonviolent resistance movements', 'rebelled against what they deem to be unfair'], 'answer_start': [261, 223, 261, 185]}",False
4210,57269f3ef1498d1400e8e536,European_Union_law,"Fourth, national courts have a duty to interpret domestic law ""as far as possible in the light of the wording and purpose of the directive"". Textbooks (though not the Court itself) often called this ""indirect effect"". In Marleasing SA v La Comercial SA the Court of Justice held that a Spanish Court had to interpret its general Civil Code provisions, on contracts lacking cause or defrauding creditors, to conform with the First Company Law Directive article 11, that required incorporations would only be nullified for a fixed list of reasons. The Court of Justice quickly acknowledged that the duty of interpretation cannot contradict plain words in a national statute. But, fifth, if a member state has failed to implement a Directive, a citizen may not be able to bring claims against other non-state parties, but can sue the member state itself for failure to implement the law. So, in Francovich v Italy, the Italian government had failed to set up an insurance fund for employees to claim unpaid wages if their employers had gone insolvent, as the Insolvency Protection Directive required. Francovich, the former employee of a bankrupt Venetian firm, was therefore allowed to claim 6 million Lira from the Italian government in damages for his loss. The Court of Justice held that if a Directive would confer identifiable rights on individuals, and there is a causal link between a member state's violation of EU and a claimant's loss, damages must be paid. The fact that the incompatible law is an Act of Parliament is no defence.",What did the Italian government fail to do in Francovich v Italy?,"{'text': array(['failed to set up an insurance fund for employees to claim unpaid wages if their employers had gone insolvent',
       'to set up an insurance fund for employees to claim unpaid wages if their employers had gone insolvent, as the Insolvency Protection Directive required',
       'to set up an insurance fund for employees to claim unpaid wages if their employers had gone insolvent, as the Insolvency Protection Directive required'],
      dtype=object), 'answer_start': array([939, 946, 946], dtype=int32)}",set up an insurance fund for employees to claim unpaid wages if their employers had gone insolvent,"{'text': ['failed to set up an insurance fund for employees to claim unpaid wages if their employers had gone insolvent', 'to set up an insurance fund for employees to claim unpaid wages if their employers had gone insolvent, as the Insolvency Protection Directive required', 'to set up an insurance fund for employees to claim unpaid wages if their employers had gone insolvent, as the Insolvency Protection Directive required'], 'answer_start': [939, 946, 946]}",False
10252,5733e771d058e614000b6547,French_and_Indian_War,"The War of the Austrian Succession (whose North American theater is known as King George's War) formally ended in 1748 with the signing of the Treaty of Aix-la-Chapelle. The treaty was primarily focused on resolving issues in Europe. The issues of conflicting territorial claims between British and French colonies in North America were turned over to a commission to resolve, but it reached no decision. Frontiers from between Nova Scotia and Acadia in the north, to the Ohio Country in the south, were claimed by both sides. The disputes also extended into the Atlantic Ocean, where both powers wanted access to the rich fisheries of the Grand Banks off Newfoundland.",What issues were not addressed in the Treaty of Aix-la-Chapelle?,"{'text': array(['conflicting territorial claims between British and French',
       'conflicting territorial claims between British and French colonies in North America',
       'conflicting territorial claims between British and French colonies in North America',
       'conflicting territorial claims',
       'The issues of conflicting territorial claims between British and French colonies'],
      dtype=object), 'answer_start': array([248, 248, 248, 248, 234], dtype=int32)}",conflicting territorial claims between British and French colonies,"{'text': ['conflicting territorial claims between British and French', 'conflicting territorial claims between British and French colonies in North America', 'conflicting territorial claims between British and French colonies in North America', 'conflicting territorial claims', 'The issues of conflicting territorial claims between British and French colonies'], 'answer_start': [248, 248, 248, 248, 234]}",False
